username,date,Helpful count,stars,review title,Review text,Badges,Top Contributor
Amazon Customer,"Reviewed in the United States on April 1, 2011",6 people found this helpful,3.0 out of 5 stars,Mixed feelings about this one...,"Although this book was highly readable, I've got mixed feelings about it and don't really understand the hype surrounding this book.First, this book does contain quite a few scenes that depict graphic (often sexual) violence against women.  I also understand that the author attempted to bring attention to the issue of violence against women in Sweden.  Nevertheless, I don't think that this particular story constitutes the best vehicle for the message, as I would guess that most violence against women remains domestic violence rather than the serial killer-type depicted here.  Additionally, the (plot spoilers ahead) cover up of the multiple crimes against women in this book effectively ensures that the reader understands that these crimes pale in comparative importance to the financial conspiracy and Blomkvist's eventual redemption.Secondly, I found the characters underdeveloped.  Salander, of course, remains the most interesting character, but her limited expressiveness makes it difficult to understand Blomkvist's attraction to her.  Blomkvist himself, as the protagonist, seems flat and two dimensional.  His relationship with Salander seems contrived and cliche.  I honestly thought that the book would have been stronger if Blomkvist hadn't actually slept with nearly all of the novel's main female characters.  Overall, its hard to get a feel for who these people actually are and why we should care about them.This book is quite readable and moves quickly, but its overall message and lack of character development left me distinctly underwhelmed.  I think I'll pass on the rest of the series.",,
Tara Lohman,"Reviewed in the United States on December 29, 2011",3 people found this helpful,3.0 out of 5 stars,Four stories in......three?,"I read all these books and liked them.  I've seen the Swedish films, and just saw the new movie.  I've read some four star reviews and agreed with them, and read some one star reviews and agreed with them too, so at least I can say these books have something for everyone!  The action was good, the bad guys get theirs, and Lisbeth makes a fascinating study.  The best part of the trilogy, IMO, was her story, and how she eventually is defended and exonerated.  That alone would have made a fascinating book.  The author was, at the least, ambitious. He's got about four books ongoing in three volumes--Salander's story, Blomqvist's story, a treatise on violence against women, and an ongoing lesson on various aspects of journalism.One thing I've never been able to understand.....Vanger has a good mind, Blomquist and Salander are brilliant in their ways, and no one thought to wonder if the pressed flowers weren't being sent yearly as a message to Vanger that his niece was ok?  Even if the author had had Vanger pooh-pooh the idea, at least someone should have thrown it out there that it was meant to be a reassuring gesture to Henrik rather than years of emotional torture. It's the first thing I thought of when I read the book,  ""Oooh, I'll bet Harriet's still alive and she's sending these as a message to her uncle not to worry about her.""  You'd think one of those geniuses would have thought that up if it occurred to me, and I'm sure, to other readers as well.",,
BPD007,"Reviewed in the United States on July 30, 2010",3 people found this helpful,3.0 out of 5 stars,overhyped crime thriller- coffee coffee coffee,"I wanted to give my thoughts on the book. There are many other reviews that describe how I feel about the book, like Lee Goldberg's review here ""Cliche-ridden, exposition heavy dud""The most fascinating thing I found about the book was COFFEE. WOW do the Swedes like coffee. The author mentions coffee on every page in every context he could.Would you like a cup of coffeePlease put on a pit of coffeeBlomvkist was having a cup of cofee as he read his notesAt the cafe he sat watching outside as he had his coffeeThey warmed up the cold coffee at 11pm and discussed the matterCOFFEE COFFEE COFFEEOh about the real topic of the book. Yes the book has some pretty violent and graphic material but, don't many books? What's so special about the heroine? She's a hacker - BIG DEAL.The main male character seems to be a Don Juan type and he has to try and have sex with any woman he comes into contact with? All men in this book come off as sadists and women haters, but I guess that's ok since the real title of the book in Sweden was Men Who Hate Women.As for the whole murder mystery, I find it quite implausible, once the whole mystery is revealed, that the murders could go on for so long without no one knowing anything into the matter. It seems HIGHLY implausible something like this could have gone on for so long. In the end, maybe I am just out of touch with this book.You really need to read all reviews especially the highest-rated negative review. I agreed with that negative review more than the highly positive one.Frankly, I'm quite shocked women love this book so much. I won't even bother reading the next two books in the series. I have no desire and there are many other books I'll want to read.",,
Nick,"Reviewed in the United States on April 21, 2012",2 people found this helpful,2.0 out of 5 stars,Extraordinary hype...average book,"A quick read of the first chapter and the generally rave reviews proved to be enough to goad me into picking up The Girl with the Dragon Tattoo with the serious intent of joining that illustrious and ever expanding club boasting of its literary greatness.  Admittedly, all the ingredients of a great story and page-turning experience were there: a disgraced journalist offered a chance at redemption, and revenge, through the mysterious offer of a retired businessman, etc.  What strikes me, now that I take the time to look back on the book in its entirety, is how poorly these components were executed and utilized.  I was left wondering if I had missed something, anything which explained why the novel didn't ""come alive"" for me as it had for so many others while only the The New York Times review made me feel sane for not gushing hyperbole over Larsson's work.  I figured a million Swedes couldn't be wrong but, as it turns out, I was.It may be somewhat of a misnomer to use the word ""complaints"" as most negative things about the book are really just disappointments.  The biggest letdown was how thoroughly unsatisfying the story was.  That first chapter left the impression that a whirlwind of intrigue and mystery was due to sweep me away at any moment; instead the first 40% of the book consisted primarily of uninteresting filler about such disparate and unimportant things as what certain characters were eating for lunch, the usefulness of a certain spreadsheet program, and the technical specifications of a particular laptop.  These digressions could have been forgiven if the rest of the book were to have made up for it in even the slightest fashion, but it sadly did not.  The story is so paper thin and cliche riddled that its almost an embarrassment to say that I plowed through to the end of what could probably have been an episode of CSI: Miami.  The climax leaves the reader with very little satisfaction for having been dedicated enough to keep going, and the revelation of the villain is almost entirely predictable because the author seems to have gone out of his way to drop hints just short of describing the character as the one with the noticeable mustache, top hat, and penchant for tying things to railroad tracks.All of this escapes the novel's main character which is not the girl with the dragon tattoo but is rather middle-aged journalist Mikael Blomkvist who is emblematic of how flat and dense the characters are.  He is, like most everybody else in the book, a reactionary only.  There is literally nothing in the book that gives the impression that he is a skilled investigator or in any way possesses superior abilities to any other guy walking by on the sidewalk, and, as luck would have it, the story proves just how unremarkable he is.  Events happen, Blomkvist muses on it for a while and then waits until the next event takes place.  Indeed, the big break in the story comes not from Blomkvist but rather by an incredibly random and fortunate visit from his daughter who is only really mentioned at that one instant in the novel.  As I said, Blomkvist is the poster boy for the larger problem faced by all of the characters: they leave you with no reason to ""root"" for them.  Even the title character, who is perhaps somewhat more sympathetic, is still so thoroughly pidgeonholed that one expects the next big twist to be that she has feathers and can fly.  When so many books can offer characters, stories, and experiences that are so rich and nuanced The Girl with the Dragon Tattoo feels strangely antiquated and not with the patina of a classic quality that continues to endear so many older works to our hearts.I wanted so much to like this book, but the myriad disappointments were so inescapable that I found myself being annoyed with the book for significant amounts of time.  The wasted capital of all the good ideas that could have made the book truly remarkable is what ultimately sank the entire experience, though a mostly superfluous first third of the book didn't help much.  I imagine that perhaps some of the book's appeal and wild popularity in Sweden was that it touched on themes and topics very germane to that country and which are somewhat less prominent here.",,
Craig Wood,"Reviewed in the United States on September 12, 2013",,4.0 out of 5 stars,Stick with it and you'll be rewarded,"""The Girl with the Dragon Tattoo"" is a little bit like my first car -- it's slow to get started, but once it gets going it moves along just fine.  I didn't lose faith during the early chapters of this book -- I knew things would pick up eventually.  And sure enough the tedium early in the story quickly turns into a plot that's fast-paced, engaging and hard to walk away from.Set in Sweden, this murder-mystery centers around a disgraced journalist, Mikael Blomkvist, who's hired by an aging industrialist to solve a missing-person case some three decades old.  After reluctantly accepting the offer, Blomkvist hires a social outcast (the tattoo girl) as his research assistant.  Together they uncover enough dark secrets and unspeakable truths to make your skin crawl.  The story is violent at times, and unsettling on many levels.  I haven't seen the movie yet, but I suspect that it could be a little difficult to watch.I'm glad that this is part of a trilogy.  To be sure, the first book is a little rough around the edges.  The glacial pace early in the book sets the table for some unlikely scenarios deeper into the plot.  ""The Girl with the Dragon Tattoo"" has its share of flaws.  But with two more books in the trilogy, I look forward to stories that are more polished, and still very suspenseful.",,
Pcola Joe,"Reviewed in the United States on April 13, 2019",,5.0 out of 5 stars,Read on Kindle and loved it.,"I had read the book before from the library, but loved it on the kindle.  I made the tyoe large and it was more comfortable for me.  Now I can read it again if I want and it takes up no room in the bookcase.  Will order the other two eventually.  I thought they changed the end from the original, and did not like that.  It was close, but used a different character, which changed the event.",,
Dave Edmiston,"Reviewed in the United States on October 20, 2010",2 people found this helpful,5.0 out of 5 stars,Outstanding,"My wife told me I had to read this.  That's not always a good start, but I trust her.  My mom said she was fascinated by it too (except for ""all the nasty parts"").  Hmm.  That's enough to raise a yellow flag in my mind, but I decided to give it a whirl.My first impression was ""how am I going to keep all these names straight?""  Most of the characters in this who-dunnit are from the Swedish ""Vanger"" family.  I'm afraid it was a bit of a challenge for me to keep the names straight.  Some of them are even tough for an American reader like me to recognize as male or female.  There are a few family tree images in the book, but I read this on my Kindle and they were too small to be legible.  Luckily it's easy to search on the Kindle, so I could find the fist spot in the story where the character was introduced and remind myself who the character was.My next impression was how fascinating the Swedish translation was.  The translator did a great job of translating the idioms without losing the Swedish flavor.  I'm afraid the translator speaks better English than I do though.  This actually presented a bit of a challenge, because some of the vocabulary was very advanced.  I had to look up a number of words in the dictionary, which isn't such a bad thing--personal enrichment and all.Once the story got going and once I got used to nearly everyone in the story being named Vanger, I realized I was hooked.  Larsson really takes the reader for a ride through a very complex story with lots of interesting characters and location changes.I recommend any American readers keep a dictionary nearby and visit Google Maps to peruse Swedish geography and see where all the action takes place.  Viewing the locations really adds to the experience.My final impression was ""how can he possibly end this story?""  There were so many nested plots and sub currents--like a set of stacking Russian babushka dolls.  This was a treat, because it gave the story so many different endings.  I find this much more gratifying than a simple THE END.  But alas, the end wasn't the end.  Like a nervous chain smoker, I put this book down and started right up with The Girl Who Played with Fire.  Aahhh.  Satisfaction!",VINE VOICE,
Zeek,"Reviewed in the United States on August 15, 2011",One person found this helpful,4.0 out of 5 stars,Now I get it!,"Hard to grade this one- where as most of it was totally amazing, there is the beginning and the end that pulls it down for me because really, the best part of the story is when the protags were chasing down a killer- which only happens in the middle of the story, oddly enough. (The beginning and ending is almost another story all together!)Bestselling The Girl With The Dragon Tattoo begins with investigative journalist Mikael Blomkvist being hung out to dry for a piece he wrote that went horribly wrong. Through much of the beginning and to a lesser extent, the ending when Blomkvist gets his revenge for the happenings in the beginning, my eyes began to cross at the seemingly pointless blahdy blah blah of Larsson explaining how Blomkvist got into his current predicament.But really it was Blomkvist's desire to hide away from his circumstances that made him accept a job offer from eccentric former captain of industry, Henrik Vanger- a frail old man haunted by the disappearance of a long gone relative- that brings us to the exciting part. So I guess I can make the bridge as to why it began the way it did.Meanwhile we get to meet Lisbeth Salander, a brilliant but socially awkward researcher for a private investigator, who just happens to be assigned the task of investigating Blomkvist for the Vanger family. She's secretive, sullen, punked out, and- of course- tatooed , but she does superb work. However, she finds herself distracted from her assignment when her guardianship is changed and taken over by a loathsome individual. (An individual on whom she exacts some spectacular revenge! At this point in the novel, I literally sat up, bug-eyed then dug in and didn't look up till my eyelids refused to stay open late into the night!)Indeed it was this insight into her character that ignites the novel and doesn't let up until the ending, especially when she eventually joins Blomkvist covertly reinvestigating the mystery surrounding Vanger's beloved niece's death under the guise of chronicling his familys' checkered history. (Btw, this part of the story totally reminded me of a Criminal Minds episode, one of my favorite tv shows!)Murder, intrigue, sex and violence- what more can you ask for in a mystery-thriller? It's no surprise this little beauty's been hitting the must read/bestseller lists for forever now.Through his body of work, Larsson ruthlessly exposes perhaps some purveying attitudes of violence toward women and anti-semitim... attitudes he must have felt were being swept under the carpet of Swedish society. I love how he boldly empowers Lisabeth in a way few women would have the intelligence and courage to pull off, yet wraps her in a vulnerability that many woman can relate to. The second protag, Blomkvist, is a man-ho to be sure, but something about his innate nobility makes him extremely likeable too.If it wasn't for the slooooooow beginning I would have totally given this a 5 star. But I more than really liked it- so lets split the difference with 4.5 out of 5! :)",,
Laurel-Rain Snow,"Reviewed in the United States on February 6, 2011",One person found this helpful,4.0 out of 5 stars,DYSFUNCTIONAL FAMILY SAGA & FINANCIAL INTRIGUE....,"When Journalist Mikael Blomkvist loses his battle against corrupt financier Wennerstrom and is convicted of libel, he makes several decisions that will affect the next year of his life.  He briefly decides to separate himself from Millennium, the magazine he publishes, and after much thought, agrees to sign a contract with octogenarian Henrik Vanger to pursue the cold case of his missing grandniece, Harriet.  He goes to stay in a cottage on the island and family compound while he works.More than thirty years before, Harriet had gone missing from the island where the family resides, and despite the efforts of the police, no trace of her has been found.  There are many boxes full of files, however, which Mikael begins to sort through.Meanwhile, in another story arc, a young woman named Lisbeth Salander has prepared an investigative report on Mikael Blomkvist for a client.  A freelance worker for a securities firm, she is able to excel at what she does best--brilliant investigative work, utilizing computer hacking skills, while not having to deal with her issues with authority.  She is a mysterious person with secrets of her own.In the process of the ""wild goose chase"" of searching for new leads, Blomkvist decides he needs an investigative assistant to help him, and takes on Lisbeth Salander as his associate--after discovering that she prepared a report on him prior to Vanger's offer to him.  Her thoroughness impressed him.The two of them soon find some leads, and a lot more clues that suggest a serial killer may be on the loose.  Meanwhile, someone nearby on the island is sending very dark messages which suggest that the two may have zeroed in on some of the answers.What thread are the investigators beginning to unravel, and how does it connect to Harriet's disappearance?  What unexpected danger lurks nearby?The Girl with the Dragon Tattoo was a thrill ride that kept me reading late into the night.  In the beginning, I was slow to connect with the characters and the story.  A lot of initially confusing details kept me checking and rechecking to make sure I understood what was happening.  The Swedish names and places were also difficult to distinguish from one another at times, but once I got past the first 50 pages (I am guessing, since it was on the Kindle), I was hooked.  Now I am very eager to read the next book in the trilogy.  I would love to discover the hidden layers of Lisbeth's character, and I suspect there is a lot more to her story.I'm choosing four stars for this one and plan to order the next one right away.",TOP 1000 REVIEWER VINE VOICE,
sara miller,"Reviewed in the United States on January 27, 2011",,5.0 out of 5 stars,Engrossing,"If there are still any readers out there who haven't picked up Stieg Larsson's, The Girl with the Dragon Tattoo, you are missing out. The only benefit to your delay is that you can read all of the books back to back. But do not delay, these books are the most addictive, well rendered and original series to come along in awhile if not ever.Only you wouldn't know that from the first few pages which begin as Mikael Blomkvist, a respected financial journalist loses a libel suit imparting a lot of financial journalism analysis and veered towards dull. But when his potential colleague, Lisbeth Salander enters the arc; the story heats up. Together they attempt to solve a decade old murder mystery, personal problems, and Blomkvist's reputation. It is a lengthy period of story before the two intersect but by then it's hopeless-- you too will be one of the series' millions of international fans.The story incorporates a lot of life detail. You will know what the characters ate, how many cigarettes they smoked and what they were wearing on any given day in the story which adds a lot to the characters and setting. So by the end of the book the characters feel like people you know and the settings like places you've been. The result is magic.Lisbeth is a completely different kind of protagonist and without a doubt the key to the series success. She's a tattooed renegade hacker with a complicated back story and an even more intricate moral code. Her refreshing distinctions guarantee her a spot on the beloved characters of literature list. Her no nonsense proactive spirit forces one to rally around her, and on her shoulders the story is propelled to its conclusion. It's unexpected yet delicious element that this admittedly odd young lady upstages the charismatic and sexy Blomkvist who the story is built around.Like a potato chip, you won't be able to just read Dragon and not subsequent efforts: The Girl Who Played with Fire or The Girl Who Kicked the Hornet's Nest. And that's a good thing because some of the storylines from Dragon are not satisfactorily resolved in this novel, but are picked up again in both of the series' follow ups.I urge any of you hold outs to grab a copy today.The audio book version I listened to was superbly read by Simon Vance who brings a lot to any reading on his own account. If you haven't listened to a book read by him, he's highly recommended.",VINE VOICE,
Laura Stone,"Reviewed in the United States on February 13, 2012",,4.0 out of 5 stars,Very good reading...,"If you can laugh at the occasional digs at ""American tourists"" (and we complain about foreign tourists, too-but you get the feeling this author had a bad experience with American tourists)  throughout all three books you will find that these are enjoyable yet disturbing stories; characters that are odd yet persona's that you will find yourself relating to and finding people that you personally know who remind you of Blomkvist, Salander, Wu, Eriksson, Armansky, etc...I am sad that Larsson is no longer around (died in 2004) to continue to write about these characters as the stories are very well written...however, they do feel a bit rushed at certain points and I did find some inconsistencies that good editing should have corrected; with that said, I definitely feel sad that these characters will never be heard from again. it would have been interesting to see how much deeper we could have delved into Salander's interesting life and perhaps learn more of her twin sister. I have to point out to those who are trying to decide if these stories are for them...if you have an open mind about open marriages, lesbianism and sadism then you won't have any problem reading these stories - and I say ""these"" because there are three books to the series, Girl with the Dragon Tattoo, The Girl Who Played With Fire and The Girl Who Kicked The Hornet's Nest..and read them in that order or you will be lost. You also get the feeling with the titles of these books that the author might have been a fan of Lillian Jackson Braun's ""The Cat Who..."" series; it would have been interesting to see how far he would have gone with ""The Girl Who..."" Anyway, definitely not books for Teens or Tweens or anyone younger, probably not for some adults, either...but if you are not too sensitive or prudish you will certainly enjoy The Girl With The Dragon Tattoo (and the other two books, as well)",,
LH422,"Reviewed in the United States on March 25, 2011",One person found this helpful,4.0 out of 5 stars,The Horrors of Violence against Women,"Having heard so much about this book I felt obligated to read it and see for myself why it has generated so much buzz. As someone who didn't know a tremendous amount about the story going in, I found the book to be much more violent and horrifying than I expected.The book consists of two storylines involving disgraced financial reporter Mikael Blomkvist, and socially-inept hacker Lisbeth Salander. Together the two are trying to uncover the mystery surrounding the death of corporate heiress Harriet Vanger, and expose the financial misdeeds of a prominent tycoon. I was much more taken with the Vanger mystery than with the story about corporate corruption. That was rather dry.One of Larsson's larger objectives in this book is clearly to highlight the disturbing pervasiveness of violence against women. All of the significant violence in the book is gendered, and is perpetrated against female victims. One of its victims is co-protagonist Lisbeth Salander. She is certainly an interesting character, one who is uncomfortable with what many of us might consider basic sociability. She is also a woman who has endured much abuse, and that makes her essential to Larsson's larger point. One of Salander's most significant problems is that legally she is considered a ward of the state. She had been in this position as a child without competent parents, but her status as a legal dependent was allowed to continue into her adulthood. The fact that an adult who earns her own money, holds a job, and is capable of managing the basic elements of day-to-day life can be legally alienated from her money and her basic legal rights is, quite simply, frightening. Clearly Larsson is making an argument against the institution of guardianship. I was unclear if the portion of the text which explain guardianship were part of Larsson's original text, or if they were added by the translator for the non-Swedish audience.This is not the most amazing book I've ever read, but it's a book I'll certainly think about for some time. I suspect I'll read the next two books in the trilogy, as long as I can stomach the violence. Larsson does not glorify the horrific violence about which he writes, but it is, undeniably, difficult to read.",,Top Contributor: Coloring
Cheryl Stout,"Reviewed in the United States on July 10, 2010",2 people found this helpful,5.0 out of 5 stars,Trilogy - Tattoo Torment Fired with a Little Hornet Venom,"Call me narrow-minded if you will but I usually do not like non-American English books especially translated books.  I tend to lean towards books that I have some point of reference to and can relate to, even if it is just the written vernacular.  That stated, ""The Millennium Trilogy"" as ""the Girl with the Dragon Tattoo""; ""The Girl Who Played With Fire"" and ""The Girl Who Kicked the Hornets' Nest"" translated by Reg Keeland (aka Steven T. Murray) have come to be known by is extraordinary.  The locale - Sweden - was a little difficult.  There were a lot of very unfamiliar town and place names that were unknown and unpronounceable to me.  But it didn't seem to matter as I read.  The story pulled me along.  I liked the translation (I guess some people haven't) but maybe I don't know enough to know better.  I just know that Larsson's books, through Keeland, were astonishingly clear and flowed easily. SPOILER ALERT:Violent, disturbing, gut wrenching -- yes, all of these things and more.  I would not consider these for children to read at all.  Just about every type of abuse is written about VERY graphically in these books.  But the subjects are not being glorified - far from it. They are included to explain and clarify the near destruction of a human being and her triumph in spite of all.""Tattoo"" I liked probably the best.  It read like an old fashioned English murder mystery to me updated to the 21st century.  Genius heroine who is very hard to like at times, abuse, serial killer, unusual sleeping arrangements (I'm sure to some).""Fire"" was very graphic.  Gore, abuse, lesbian sex, insane villains, skewed senses of right and wrong in the bad guys AND the good guys. But compelling and explains a lot of the other two books.""Hornets"" started out slow for me.  I guess after the roller coaster ride of the first two books, when this one started out at a more normal pace it seemed to drag.  But persevere because it is definitely worth it.  There is a lot of politics/history at the beginning of this book.  Larsson was an investigative journalist and you can see some of that more clearly in this book.Larsson died too young - of a heart attack.  I have read (and of course I believe everything I read) that he was almost finished with book four of this series with books 5-10 outlined but because of inheritance issues it is unlikely that any more will be published.  The world lost a true literary treasure when Stieg Larsson died.  A lot of people aren't going to want to read his books -too violent, too painful.  But he was an author that a whole world is reading and will be reading far, far into the future.  I'm very glad I took a chance and stepped out of my comfort zone to read this trilogy.",TOP 500 REVIEWER VINE VOICE,
Terry Mesnard,"Reviewed in the United States on September 28, 2009",2 people found this helpful,5.0 out of 5 stars,A great mystery with a not-too-surprising resolution,"The Girl With the Dragon Tattoo is a fairly deceptive novel.  When I first began reading it, I didn't know if I'd be able to continue.  After a mysterious setup which I figured would show up later as one of the central mysteries in the book, the novel dropped into drudgery.  This slow battle through a basic setup, which had me struggling to continue, belied the depth and pacing of this fantastic ""locked room mystery.""As the story continued, paving the way for a handful plots involving a reporter, an aging businessman and a mysterious female private investigator, I found myself turning page after page, trying to piece together exactly what happened.  Ostensibly, The Girl With the Dragon Tattoo is about the mystery of a missing woman named Harriet.  Her uncle, now in his 80s and presumably close to death, has driven himself to the edge of sanity, obsessively pouring through the police accounts of the fateful night.  You see, Harriet seemingly vanished into thin air.  Her body was never found, either alive or dead, there's no real motive for her disappearance and it's presumed by both her uncle, Henrik Vandar, and a police investigator close to the case, that she was murdered.  Further complicating the mystery is the fact that every year, on Henrik's birthday, someone taunts him by sending him a pressed flower, in the same tradition that Harriet did prior to her disappearance.This drives Henrik to hire a disgraced reporter named Blomkvist.  Blomkvist agrees to live at Henrik's estate to do some digging, putting a fresh pair of eyes on the mystery, under the guise of writing an autobiography on Henrik. But this is only the first 100 or so pages.  As the story drives further toward its conclusion, it twists and becomes something more.  While the ultimate reveal of the ""whodunit"" probably isn't too terribly surprising, the scale and the strength of Larsson's writing helps the material rise up to terrific heights.  There's more to the story than the central mystery: What was once a story about a vanished girl becomes more focused on bigger issues like murder and sexual violence, but also invokes a compelling examination of society, specifically focusing on Sweden.Author Stieg Larsson died before his manuscript could be published.  When he was alive, he was a political activist and spent a large portion of his time exposing Swedish extreme right, racist and pro-Nazi organizations.  It's obvious that The Girl with the Dragon Tattoo reflects his thoughts and intent. Consider the fact that the Swedish title of the book is Män som hatar kvinnor, which roughly translates to ""men who hate women.""  Then, consider that each section of the book begins with a statistic: ""Eighteen percent of the woman in Sweden have at one time been threatened by a man,"" or ""Forty-six percent of the women in Sweden have been subjected to violence by a man.""  As each part of the book goes by, the threat in these statistic escalates until its final conclusion.  In this way, a book of fiction, deliciously deep and interesting as a thriller and a whodunit, also has moral and societal implications.  In some ways, this book (and presumably the Millennium trilogy as a whole) is a perfect legacy for Larsson's beliefs and his actions.",VINE VOICE,
debra crosby,"Reviewed in the United States on December 16, 2008",4 people found this helpful,4.0 out of 5 stars,A Mystery with Few Stereotypes,"Since many reviews of this book already explain very well the plot and characters, I'll avoid going into too much detail about all that and just set out the reasons I liked this book.  First of all, I seldom read mysteries anymore, although I read them when I was younger, primarily because I find them often too predictable and full of sterertypical characters and plot lines.  However, this book intrigued me because, from what I read about it, it was different -- a mystery with many twists, few stereotypes.I found that, once I became involved in the story (and I tried not to let the complexity of the details -- and there are many -- intimidate me) I was hooked.  The characters -- Mikael, Lisbeth and even the members of the sometimes repulsive Vanger Clan -- were interesting and I cared about what happened next to all of them, even the rotten ones.The mystery of the disappearance of a young girl 40 years before, the obsession of her uncle that led to his hiring a shamed journalist to solve the mystery in hopes that he could thus allow himself to die in peace, the complexity of the world the Vanger family created and lived in, to say nothing of the dark details of Lisbeth's existence and the society which gives rise to greed and violence -- all of these elements were fascinating and woven together with imagination and intelligence.This is a mystery with some depth, that sharply comments on man's tendencies to evil, as well as to good.  The dark underside of life moves constantly below the surface, often breaking through in horrible fashion.Once the story gets going, the reader will find his mind engaged and working overtime.  I decided not to worry that I didn't always know which Vanger was which -- it all worked out, ultimately.  The business dealings, Nazi-esque elements, the suspense and the slow unraveling of the tale all worked together to make a fascinating morality tale, as well an entertaining yarn.Lisbeth Salander is a character unlike any I've seen in a long time.  Her complexity and vulnerability do battle with her raw courage and cynicism and she is as sympathetic as a tough tattooed young woman with multiple body piercings can be.  She is hard to get to know, but I found myself wanting to understand her.  Her story is key to the meaning of the whole book, I feel.I recommend this, especially to anyone who loves a mystery with complexity and depth.  Much fun, yet thought-provoking.  My favorite kind of book.",,
Jacopo,"Reviewed in the United States on December 29, 2010",,4.0 out of 5 stars,A decent crime thriller,"I was not really sure what to think going into The Girl with the Dragon Tattoo, the adaption of Stieg Larsson's best-selling Swedish novel. I am not really a fan of crime or mystery novels, but this book has gotten so much attention that I had to check it out. The story follows two protagonists. Mikael Blomkvist is a middle-aged financial journalist who, after being convicted of libel against a very powerful Swedish financier, has been hired to investigate the mysterious disappearance of industry magnate Henry Vanger's niece, Harriet, some 40 years prior. The eponymous Lisbeth Salander is a 24-year old covert researcher who is initially hired to investigate Blomkvist.It takes a little wihle to get going, but after some initial character development Larsson is able to progress the story enough where I started to gain interest. I did have a lot of trouble discerning all of the different characters in the book, which is populated with numerous references to cousins, half cousins, uncles, fathers, etc who make up the Vanger family. It wasn't until the last 100 pages of the story that I actually thought I had everyone figured out. Larsson explores strong themes of sexual depravity and misogyny (as alluded to by the book's original Swedish title - ""Men Who Hate Women"") which ultimately form the theme of the entire story. In contrast, Larsson also provides an unusual sexual context around Blomkvist, Salander, and several other character's lives that may be unusual and off-putting to American readers. Partly because of this, I never really found myself caring too much for Blomkvist or Salander the way an author should hope for. Blomkvist is not very likable and Salander comes off as a bit of a brat, even though it's clear her development is surrounded by past childhood sexual trauma.The method of the investigation into Harriet's disappearance is rather dull and lackluster. There certainly were no moments of surprise or shared excitement between Blomkvist and the reader, as one might find in a Sherlock Holmes novel. Blomkvist follows a trail of clues that seem more concerned with luck and happenstance than from any individual talents. With 40 years of investigation, shouldn't the police or the Vanger family have stumbled onto the same path he now follows? Ultimately, the disappearance of Harriet itself is interesting enough that I was able to read through the story without losing interest or growing bored, and I was satisfied with the (initial) conclusion. The main flaws of ""Girl"" come from Blomkvist and Salander. Does Blomkvist care about Salander? Is he just interested in her and the other characters in the story for sex or does he actually have feelings for anyone? Does Salander care about anyone? And why should I care about Blomkvist if he doesn't care about anyone else? His and everyone else's strange intimate relationships might be par for the course in Sweden, but they don't work on American readers. And if that's the case, I can't necessarily fault Larsson for living in a different culture, but it does affect my opinion of the story and ultimately will likely lead to my decision not to read the sequels.Finally, the book's second biggest flaw comes at the end. Not with the conclusion to the Harriet Vanger mystery, but with the next 75 pages or so, which detail Blomkvist's attempted revenge against the financier who led to his libel conviction. While this was an underlying plot to the main story of the Vanger case, it did not deserve such a large portion of the book, and felt out of place after I had satiated myself with the Harriet Vanger conclusion. It's almost like the end of a 90's action movie, where you think the story is over until the villain comes back from the dead for one final scene, only it takes several scenes, and it's not the main villain from the movie, but his cousin Steve who briefly had a few scenes in the beginning of the movie. Larsson should have cut this from the book and added it to the beginning of the sequel. It's just not as powerful as the story he previously takes us on.""The Girl with the Dragon Tattoo"" is an interesting read, but poor character development and a slightly jumbled plot prevent it from being the acclaimed novel I was expecting, and I think it's more worthy of a passing summer read than the ""must-read novel"" it's been hailed as.",,
caramel,"Reviewed in the United States on May 15, 2010",2 people found this helpful,5.0 out of 5 stars,A Briallian Start for an excellant series!,"Before I started reading Stieg Larson's infamous Millennium series ""The Girl with the Dragon Tattoo"" I started with its second book the ""The Girl that played with Fire"" upon reading the first 50 pages I was so captivated with the novels main protagonists Lisbeth Salander and Mikael Blomvkist that I stopped reading the book and decided to read the first novel and I am extremely happy with my choice. ""The Girl with the Dragon Tattoo"" is an excellent work of literature where the author pens the dramatic events of the Vangar Tragedy and brilliantly introduces Lisbeth and Mikael two characters with different ideas and behaviors. Mikael Blomkvist instantly charms the reader with his wit, brilliance, and of course prowess with the ladies. Lisbeth Salander on the other hand is a social misfit and can best described as brilliant computer hacker with a terrible taste in music and wardrobe. Although she mostly associates herself with punk/goth friends she is like a stray cat never allowing people to close to her life. During the course of the book both characters are forced to work together to solve the mystery disappearance of sixteen year old Harriet Vangar who was last seen at a family gathering 30 years ago. During the course of the novel other tragic events shape Blomkvist and Salander's lives which eventually sets up the plot for the next two books in the series. I am not a fan of crime/mystery or financial novels however Larsson does a great job in incorporating all theses facets without making the story dull. I urge all new readers to read the book it will take time but after you have read the book once read it again and you will appreciate the beauty that this story is and the new tales that will are told in the next set of books of this series.",,
